n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100000.0,3000,1000,msd,gaussian,46.187951022,16.746912853,,0.7450580596923828,0.945599291,12.788107372,0.08945559800000069,3.845343181999999,0.02400670100000113,0.078773549000001,28.244163285000003,16.746912853
