n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
20000,100000.0,2000,500,msd,gaussian,34.758666418,10.164236339,,2.9802322387695312,0.59572408,7.670350043000001,0.13695117700000026,2.276562197999999,0.08037292100000037,0.11406932299999895,23.728770605,10.164236339
