n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
40000,100000.0,2000,500,msd,gaussian,54.357179814,10.572419663000002,,11.920928955078125,0.6200019680000001,7.8251474000000005,0.26966572100000086,2.360285222,0.11732132000000028,0.23497002199999883,42.779748706999996,10.572419663000002
