n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100.0,3000,1000,msd,gaussian,36.980779999,2.366433201,,0.7450580596923828,0.236709465,0.741802574,0.10272706500000006,1.311898519,0.21000504299999978,0.09256820500000007,33.987952322,2.366433201
