n,c,l,k,dataset,sketch_method,compute_time,rel_error,memory_gb
10000,100.0,600,100,mnist,gaussian,4.009459733963013,0.9899999927765659,0.7450580596923828
10000,100.0,600,200,mnist,gaussian,4.009459733963013,0.9799999927755667,0.7450580596923828
10000,100.0,600,300,mnist,gaussian,4.009459733963013,0.9699999927755661,0.7450580596923828
10000,100.0,600,400,mnist,gaussian,4.009459733963013,0.9599999927755678,0.7450580596923828
10000,100.0,600,500,mnist,gaussian,4.009459733963013,0.949999992776799,0.7450580596923828
10000,100.0,600,600,mnist,gaussian,4.009459733963013,0.9400000000399518,0.7450580596923828
10000,100.0,600,700,mnist,gaussian,4.009459733963013,0.9400000000399518,0.7450580596923828
10000,100.0,600,800,mnist,gaussian,4.009459733963013,0.9400000000399518,0.7450580596923828
10000,100.0,600,900,mnist,gaussian,4.009459733963013,0.9400000000399518,0.7450580596923828
10000,100.0,600,1000,mnist,gaussian,4.009459733963013,0.9400000000399518,0.7450580596923828
10000,100.0,1000,100,mnist,gaussian,7.578299522399902,0.9899999879753759,0.7450580596923828
10000,100.0,1000,200,mnist,gaussian,7.578299522399902,0.9799999879732759,0.7450580596923828
10000,100.0,1000,300,mnist,gaussian,7.578299522399902,0.9699999879732734,0.7450580596923828
10000,100.0,1000,400,mnist,gaussian,7.578299522399902,0.9599999879732736,0.7450580596923828
10000,100.0,1000,500,mnist,gaussian,7.578299522399902,0.9499999879732733,0.7450580596923828
10000,100.0,1000,600,mnist,gaussian,7.578299522399902,0.9399999879732733,0.7450580596923828
10000,100.0,1000,700,mnist,gaussian,7.578299522399902,0.9299999879732733,0.7450580596923828
10000,100.0,1000,800,mnist,gaussian,7.578299522399902,0.9199999879732788,0.7450580596923828
10000,100.0,1000,900,mnist,gaussian,7.578299522399902,0.9099999879758505,0.7450580596923828
10000,100.0,1000,1000,mnist,gaussian,7.578299522399902,0.8999999997503634,0.7450580596923828
10000,100.0,2000,100,mnist,gaussian,21.318318128585815,0.9899999760622225,0.7450580596923828
10000,100.0,2000,200,mnist,gaussian,21.318318128585815,0.9799999760574081,0.7450580596923828
10000,100.0,2000,300,mnist,gaussian,21.318318128585815,0.969999976057401,0.7450580596923828
10000,100.0,2000,400,mnist,gaussian,21.318318128585815,0.959999976057401,0.7450580596923828
10000,100.0,2000,500,mnist,gaussian,21.318318128585815,0.949999976057401,0.7450580596923828
10000,100.0,2000,600,mnist,gaussian,21.318318128585815,0.939999976057401,0.7450580596923828
10000,100.0,2000,700,mnist,gaussian,21.318318128585815,0.9299999760574011,0.7450580596923828
10000,100.0,2000,800,mnist,gaussian,21.318318128585815,0.9199999760574011,0.7450580596923828
10000,100.0,2000,900,mnist,gaussian,21.318318128585815,0.9099999760574011,0.7450580596923828
10000,100.0,2000,1000,mnist,gaussian,21.318318128585815,0.8999999760574012,0.7450580596923828
10000,100.0,2500,100,mnist,gaussian,31.51937699317932,0.989999969841065,0.7450580596923828
10000,100.0,2500,200,mnist,gaussian,31.51937699317932,0.979999969834862,0.7450580596923828
10000,100.0,2500,300,mnist,gaussian,31.51937699317932,0.9699999698348525,0.7450580596923828
10000,100.0,2500,400,mnist,gaussian,31.51937699317932,0.9599999698348525,0.7450580596923828
10000,100.0,2500,500,mnist,gaussian,31.51937699317932,0.9499999698348526,0.7450580596923828
10000,100.0,2500,600,mnist,gaussian,31.51937699317932,0.9399999698348526,0.7450580596923828
10000,100.0,2500,700,mnist,gaussian,31.51937699317932,0.9299999698348526,0.7450580596923828
10000,100.0,2500,800,mnist,gaussian,31.51937699317932,0.9199999698348527,0.7450580596923828
10000,100.0,2500,900,mnist,gaussian,31.51937699317932,0.9099999698348528,0.7450580596923828
10000,100.0,2500,1000,mnist,gaussian,31.51937699317932,0.8999999698348528,0.7450580596923828
10000,100.0,3000,100,mnist,gaussian,44.70447063446045,0.9899999635635549,0.7450580596923828
10000,100.0,3000,200,mnist,gaussian,44.70447063446045,0.979999963556074,0.7450580596923828
10000,100.0,3000,300,mnist,gaussian,44.70447063446045,0.9699999635560622,0.7450580596923828
10000,100.0,3000,400,mnist,gaussian,44.70447063446045,0.9599999635560623,0.7450580596923828
10000,100.0,3000,500,mnist,gaussian,44.70447063446045,0.9499999635560623,0.7450580596923828
10000,100.0,3000,600,mnist,gaussian,44.70447063446045,0.9399999635560624,0.7450580596923828
10000,100.0,3000,700,mnist,gaussian,44.70447063446045,0.9299999635560624,0.7450580596923828
10000,100.0,3000,800,mnist,gaussian,44.70447063446045,0.9199999635560624,0.7450580596923828
10000,100.0,3000,900,mnist,gaussian,44.70447063446045,0.9099999635560624,0.7450580596923828
10000,100.0,3000,1000,mnist,gaussian,44.70447063446045,0.8999999635560625,0.7450580596923828
