n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100000.0,2000,500,msd,gaussian,17.234239887,3.0440775909999993,,0.7450580596923828,0.28191785900000005,1.830720205,0.05420504799999959,1.0931868109999998,0.06596552699999991,0.061574194000000304,13.749622847,3.0440775909999993
