n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100.0,3000,1000,msd,srht,45.765193153,10.094452747000002,,0.7450580596923828,1.92239578,6.186365316000001,0.08473127599999941,3.7029477330000002,0.12040842200000057,0.11678424599999992,33.32809573,10.094452747000002
