n,c,l,k,dataset,sketch_method,compute_time,rel_error,memory_gb
10000,10000.0,600,100,mnist,gaussian,3.977872133255005,0.007520146451507553,0.7450580596923828
10000,10000.0,600,200,mnist,gaussian,3.977872133255005,0.004541096318115518,0.7450580596923828
10000,10000.0,600,300,mnist,gaussian,3.977872133255005,0.0035030463796211484,0.7450580596923828
10000,10000.0,600,400,mnist,gaussian,3.977872133255005,0.003042891285186595,0.7450580596923828
10000,10000.0,600,500,mnist,gaussian,3.977872133255005,0.002850739988893719,0.7450580596923828
10000,10000.0,600,600,mnist,gaussian,3.977872133255005,0.002774318828308,0.7450580596923828
10000,10000.0,600,700,mnist,gaussian,3.977872133255005,0.002774318828308,0.7450580596923828
10000,10000.0,600,800,mnist,gaussian,3.977872133255005,0.002774318828308,0.7450580596923828
10000,10000.0,600,900,mnist,gaussian,3.977872133255005,0.002774318828308,0.7450580596923828
10000,10000.0,600,1000,mnist,gaussian,3.977872133255005,0.002774318828308,0.7450580596923828
10000,10000.0,1000,100,mnist,gaussian,7.587700128555298,0.00723323041096793,0.7450580596923828
10000,10000.0,1000,200,mnist,gaussian,7.587700128555298,0.004037732930261086,0.7450580596923828
10000,10000.0,1000,300,mnist,gaussian,7.587700128555298,0.002829240451632144,0.7450580596923828
10000,10000.0,1000,400,mnist,gaussian,7.587700128555298,0.0022259757231941754,0.7450580596923828
10000,10000.0,1000,500,mnist,gaussian,7.587700128555298,0.001924438110705582,0.7450580596923828
10000,10000.0,1000,600,mnist,gaussian,7.587700128555298,0.0017722715096714563,0.7450580596923828
10000,10000.0,1000,700,mnist,gaussian,7.587700128555298,0.0016867501813900006,0.7450580596923828
10000,10000.0,1000,800,mnist,gaussian,7.587700128555298,0.0016343480578259342,0.7450580596923828
10000,10000.0,1000,900,mnist,gaussian,7.587700128555298,0.0016004544035328905,0.7450580596923828
10000,10000.0,1000,1000,mnist,gaussian,7.587700128555298,0.0015784833806479018,0.7450580596923828
10000,10000.0,2000,100,mnist,gaussian,21.65217423439026,0.007115162879675983,0.7450580596923828
10000,10000.0,2000,200,mnist,gaussian,21.65217423439026,0.003811062490268438,0.7450580596923828
10000,10000.0,2000,300,mnist,gaussian,21.65217423439026,0.0025080205531316417,0.7450580596923828
10000,10000.0,2000,400,mnist,gaussian,21.65217423439026,0.0018189282282582802,0.7450580596923828
10000,10000.0,2000,500,mnist,gaussian,21.65217423439026,0.0014457386603968349,0.7450580596923828
10000,10000.0,2000,600,mnist,gaussian,21.65217423439026,0.0012388495294706344,0.7450580596923828
10000,10000.0,2000,700,mnist,gaussian,21.65217423439026,0.0011102353985020866,0.7450580596923828
10000,10000.0,2000,800,mnist,gaussian,21.65217423439026,0.0010235030943539982,0.7450580596923828
10000,10000.0,2000,900,mnist,gaussian,21.65217423439026,0.000961108197986022,0.7450580596923828
10000,10000.0,2000,1000,mnist,gaussian,21.65217423439026,0.0009140223559256192,0.7450580596923828
10000,10000.0,2500,100,mnist,gaussian,32.04228615760803,0.007101030096867613,0.7450580596923828
10000,10000.0,2500,200,mnist,gaussian,32.04228615760803,0.0037834329212924366,0.7450580596923828
10000,10000.0,2500,300,mnist,gaussian,32.04228615760803,0.0024670973157508423,0.7450580596923828
10000,10000.0,2500,400,mnist,gaussian,32.04228615760803,0.001766102583897046,0.7450580596923828
10000,10000.0,2500,500,mnist,gaussian,32.04228615760803,0.0013819824182744484,0.7450580596923828
10000,10000.0,2500,600,mnist,gaussian,32.04228615760803,0.0011651270819725689,0.7450580596923828
10000,10000.0,2500,700,mnist,gaussian,32.04228615760803,0.0010281641979316377,0.7450580596923828
10000,10000.0,2500,800,mnist,gaussian,32.04228615760803,0.000934326783410214,0.7450580596923828
10000,10000.0,2500,900,mnist,gaussian,32.04228615760803,0.0008656835520841135,0.7450580596923828
10000,10000.0,2500,1000,mnist,gaussian,32.04228615760803,0.0008131173106485808,0.7450580596923828
10000,10000.0,3000,100,mnist,gaussian,44.6607871055603,0.007093360689277919,0.7450580596923828
10000,10000.0,3000,200,mnist,gaussian,44.6607871055603,0.0037682379645077794,0.7450580596923828
10000,10000.0,3000,300,mnist,gaussian,44.6607871055603,0.0024445362059928605,0.7450580596923828
10000,10000.0,3000,400,mnist,gaussian,44.6607871055603,0.0017363749036106363,0.7450580596923828
10000,10000.0,3000,500,mnist,gaussian,44.6607871055603,0.0013456656622634056,0.7450580596923828
10000,10000.0,3000,600,mnist,gaussian,44.6607871055603,0.0011228303271747847,0.7450580596923828
10000,10000.0,3000,700,mnist,gaussian,44.6607871055603,0.000980650064897254,0.7450580596923828
10000,10000.0,3000,800,mnist,gaussian,44.6607871055603,0.0008821632795769732,0.7450580596923828
10000,10000.0,3000,900,mnist,gaussian,44.6607871055603,0.0008094778958131005,0.7450580596923828
10000,10000.0,3000,1000,mnist,gaussian,44.6607871055603,0.0007532335210481975,0.7450580596923828
