n,c,l,k,dataset,sketch_method,compute_time,rel_error,memory_gb
5000,100.0,600,100,mnist,srht,1.3220324516296387,0.9799999931860679,0.1862645149230957
5000,100.0,600,200,mnist,srht,1.3220324516296387,0.9599999931860679,0.1862645149230957
5000,100.0,600,300,mnist,srht,1.3220324516296387,0.9399999931860682,0.1862645149230957
5000,100.0,600,400,mnist,srht,1.3220324516296387,0.9199999931860683,0.1862645149230957
5000,100.0,600,500,mnist,srht,1.3220324516296387,0.8999999931860694,0.1862645149230957
5000,100.0,600,600,mnist,srht,1.3220324516296387,0.8799999999867593,0.1862645149230957
5000,100.0,600,700,mnist,srht,1.3220324516296387,0.8799999999867593,0.1862645149230957
5000,100.0,600,800,mnist,srht,1.3220324516296387,0.8799999999867593,0.1862645149230957
5000,100.0,600,900,mnist,srht,1.3220324516296387,0.8799999999867593,0.1862645149230957
5000,100.0,600,1000,mnist,srht,1.3220324516296387,0.8799999999867593,0.1862645149230957
5000,100.0,1000,100,mnist,srht,2.8627490997314453,0.9799999878145245,0.1862645149230957
5000,100.0,1000,200,mnist,srht,2.8627490997314453,0.9599999878145234,0.1862645149230957
5000,100.0,1000,300,mnist,srht,2.8627490997314453,0.9399999878145235,0.1862645149230957
5000,100.0,1000,400,mnist,srht,2.8627490997314453,0.9199999878145237,0.1862645149230957
5000,100.0,1000,500,mnist,srht,2.8627490997314453,0.8999999878145237,0.1862645149230957
5000,100.0,1000,600,mnist,srht,2.8627490997314453,0.8799999878145242,0.1862645149230957
5000,100.0,1000,700,mnist,srht,2.8627490997314453,0.8599999878145245,0.1862645149230957
5000,100.0,1000,800,mnist,srht,2.8627490997314453,0.8399999878145258,0.1862645149230957
5000,100.0,1000,900,mnist,srht,2.8627490997314453,0.819999987814534,0.1862645149230957
5000,100.0,1000,1000,mnist,srht,2.8627490997314453,0.8004000000050746,0.1862645149230957
5000,100.0,2000,100,mnist,srht,10.103517293930054,0.9799999709512253,0.1862645149230957
5000,100.0,2000,200,mnist,srht,10.103517293930054,0.9599999709512195,0.1862645149230957
5000,100.0,2000,300,mnist,srht,10.103517293930054,0.9399999709512201,0.1862645149230957
5000,100.0,2000,400,mnist,srht,10.103517293930054,0.9199999709512212,0.1862645149230957
5000,100.0,2000,500,mnist,srht,10.103517293930054,0.8999999709512231,0.1862645149230957
5000,100.0,2000,600,mnist,srht,10.103517293930054,0.8799999709512262,0.1862645149230957
5000,100.0,2000,700,mnist,srht,10.103517293930054,0.8599999709512305,0.1862645149230957
5000,100.0,2000,800,mnist,srht,10.103517293930054,0.8399999709512371,0.1862645149230957
5000,100.0,2000,900,mnist,srht,10.103517293930054,0.8199999709512468,0.1862645149230957
5000,100.0,2000,1000,mnist,srht,10.103517293930054,0.7999999709512602,0.1862645149230957
5000,100.0,2500,100,mnist,srht,16.467909336090088,0.9799999611598192,0.1862645149230957
5000,100.0,2500,200,mnist,srht,16.467909336090088,0.9599999611598109,0.1862645149230957
5000,100.0,2500,300,mnist,srht,16.467909336090088,0.9399999611598112,0.1862645149230957
5000,100.0,2500,400,mnist,srht,16.467909336090088,0.919999961159812,0.1862645149230957
5000,100.0,2500,500,mnist,srht,16.467909336090088,0.8999999611598134,0.1862645149230957
5000,100.0,2500,600,mnist,srht,16.467909336090088,0.8799999611598154,0.1862645149230957
5000,100.0,2500,700,mnist,srht,16.467909336090088,0.8599999611598185,0.1862645149230957
5000,100.0,2500,800,mnist,srht,16.467909336090088,0.8399999611598229,0.1862645149230957
5000,100.0,2500,900,mnist,srht,16.467909336090088,0.8199999611598292,0.1862645149230957
5000,100.0,2500,1000,mnist,srht,16.467909336090088,0.7999999611598383,0.1862645149230957
5000,100.0,3000,100,mnist,srht,24.931894540786743,0.9799999529482487,0.1862645149230957
5000,100.0,3000,200,mnist,srht,24.931894540786743,0.9599999529482369,0.1862645149230957
5000,100.0,3000,300,mnist,srht,24.931894540786743,0.9399999529482373,0.1862645149230957
5000,100.0,3000,400,mnist,srht,24.931894540786743,0.9199999529482379,0.1862645149230957
5000,100.0,3000,500,mnist,srht,24.931894540786743,0.899999952948239,0.1862645149230957
5000,100.0,3000,600,mnist,srht,24.931894540786743,0.8799999529482407,0.1862645149230957
5000,100.0,3000,700,mnist,srht,24.931894540786743,0.8599999529482429,0.1862645149230957
5000,100.0,3000,800,mnist,srht,24.931894540786743,0.8399999529482463,0.1862645149230957
5000,100.0,3000,900,mnist,srht,24.931894540786743,0.8199999529482509,0.1862645149230957
5000,100.0,3000,1000,mnist,srht,24.931894540786743,0.799999952948258,0.1862645149230957
