n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100.0,3000,1000,msd,gaussian,36.824748646,1.975338786,,0.7450580596923828,0.17524008000000005,0.480680918,0.131091156,1.1283702640000002,0.23519644799999995,0.0877563109999997,34.218987123,1.975338786
