n,c,l,k,dataset,sketch_method,compute_time,parallel_time,rel_error,memory_gb,t_sketch,t_C_matmul,t_C_reduce,t_B_matmul,t_B_allreduce,t_C_gather,t_factorization,t_parallel_kernel
10000,100000.0,3000,1000,msd,gaussian,38.973853901,1.9769407529999998,,0.7450580596923828,0.22574426299999997,0.48371565000000005,0.13925942000000002,1.130195777,0.2237699059999998,0.09161912900000013,36.291240979,1.9769407529999998
